#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:21126519	(2011) Tropomyosin is an interaction partner of the Drosophila coiled coil protein yuri gagarin.	10	20	1.87	2.70e-11	7227.FBpp0071448,7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0073682,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0290753	Act57B,Lsp1gamma,Lsp1alpha,up,Fbp1,Mhc,Tm2,Tm1,chic,Rtnl1
PMID:24186058	(2014) ATOH8, a regulator of skeletal myogenesis in the hypaxial myotome of the trunk.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24291321	(2014) Functional characterisation of a nicotinic acetylcholine receptor Alfa subunit from the brown dog tick, Rhipicephalus sanguineus.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24521202	(2014) Identification of novel serotonin transporter compounds by virtual screening.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24740654	(2014) Overexpression of TRB3 in muscle alters muscle fiber type and improves exercise capacity in mice.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24914557	(2014) Directing traffic and autophagy in axonal transport.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:24990964	(2014) Heterochromatin-associated interactions of Drosophila HP1a with dADD1, HIPP1, and repetitive RNAs.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25049269	(2014) Targeting potassium channels in cancer.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25165045	(2014) The embryonic blood-cerebrospinal fluid barrier function before the formation of the fetal choroid plexus: role in cerebrospinal fluid formation and homeostasis.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25333484	(2014) Dissecting domain-specific evolutionary pressure profiles of transient receptor potential vanilloid subfamily members 1 to 4.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25587286	(2014) Reducing TRPC1 Expression through Liposome-Mediated siRNA Delivery Markedly Attenuates Hypoxia-Induced Pulmonary Arterial Hypertension in a Murine Model.	2	6	1.69	0.0113	7227.FBpp0074298,7227.FBpp0080452	wupA,Mhc
PMID:23239625	(2013) Actin, spectrin, and associated proteins form a periodic cytoskeletal structure in axons.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23712359	(2013) Melatonin receptor genes in vertebrates.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23877243	(2013) An efficient strategy for TALEN-mediated genome engineering in Drosophila.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:24047108	(2013) Efficient utilization of aerobic metabolism helps Tibetan locusts conquer hypoxia.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24052945	(2013) Germline transgenic methods for tracking cells and testing gene function during regeneration in the axolotl.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24073212	(2013) TCTP is a critical factor in shrimp immune response to virus infection.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24121440	(2013) Structural basis for action by diverse antidepressants on biogenic amine transporters.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24174107	(2013) Immune anticipation of mating in Drosophila: Turandot M promotes immunity against sexually transmitted fungal infections.	2	6	1.69	0.0113	7227.FBpp0083378,7227.FBpp0083379	TotA,TotC
PMID:24223794	(2013) Proteomic and immunochemical characterization of glutathione transferase as a new allergen of the nematode Ascaris lumbricoides.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24282596	(2013) The Alfa-proteobacteria Wolbachia pipientis protein disulfide machinery has a regulatory mechanism absent in Gamma-proteobacteria.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24665395	(2013) Understanding epithelial homeostasis in the intestine: An old battlefield of ideas, recent breakthroughs and remaining controversies.	3	29	1.19	0.0113	7227.FBpp0076298,7227.FBpp0076299,7227.FBpp0076301	Cp18,Cp15,Cp16
PMID:22373512	(2012) Amino acid sequence coevolution in the insect bursicon ligand-receptor system.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22485138	(2012) Topological analysis of small leucine-rich repeat proteoglycan nyctalopin.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22496423	(2012) Expression of the inclusion body myopathy 3 mutation in Drosophila depresses myosin function and stability and recapitulates muscle inclusions and weakness.	2	6	1.69	0.0113	7227.FBpp0080452,7227.FBpp0082535	Mhc,Tm2
PMID:22500922	(2012) The evolution of Dscam genes across the arthropods.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22529812	(2012) Regulation of Voltage-Activated K(+) Channel Gating by Transmembrane Beta Subunits.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22567170	(2012) Molecular characterization of a ryanodine receptor gene in the rice leaffolder, Cnaphalocrocis medinalis (Guenee).	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23144999	(2012) Lack of developmental redundancy between Unc45 proteins in zebrafish muscle development.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:23177984	(2012) SLC4A transporters.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21386897	(2011) Systematic two-hybrid and comparative proteomic analyses reveal novel yeast pre-mRNA splicing factors connected to Prp19.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:21408160	(2011) Genome-wide identification of molecular mimicry candidates in parasites.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:21462929	(2011) Crystal structure of the central coiled-coil domain from human liprin-Beta2.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21931741	(2011) Tm1: a mutatorfoldback transposable element family in root-knot nematodes.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22006989	(2011) Molecular dynamics simulations of the Cx26 hemichannel: evaluation of structural models with Brownian dynamics.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:22050827	(2011) Effects of 28 days of resistance exercise while consuming commercially available pre- and post-workout supplements, NO-Shotgun(R) and NO-Synthesize(R) on body composition, muscle strength and mass, markers of protein synthesis, and clinical ...	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:20067992	(2010) Functional characterization of protein-sorting machineries at the trans-Golgi network in Drosophila melanogaster.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20109180	(2010) Two chitinase-like proteins abundantly accumulated in latex of mulberry show insecticidal activity.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20118916	(2010) Ancient animal microRNAs and the evolution of tissue identity.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:20139421	(2010) Dual FRET assay for detecting receptor protein interaction with DNA.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20195357	(2010) A comprehensive resource of interacting protein regions for refining human transcription factor networks.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20203305	(2010) Gene deletion screen for cardiomyopathy in adult Drosophila identifies a new notch ligand.	3	29	1.19	0.0113	7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	wupA,Tm2,Tm1
PMID:20300565	(2010) TRPM1 mutations are associated with the complete form of congenital stationary night blindness.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:20346164	(2010) The four hexamerin genes in the honey bee: structure, molecular evolution and function deduced from expression patterns in queens, workers and drones.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:20646191	(2010) Insect nicotinic acetylcholine receptor agonists as flea adulticides in small animals.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:21152067	(2010) A transcription factor map as revealed by a genome-wide gene expression analysis of whole-blood mRNA transcriptome in multiple sclerosis.	3	29	1.19	0.0113	7227.FBpp0074180,7227.FBpp0076207,7227.FBpp0082465	RpS5a,RpS17,RpS5b
PMID:23776351	(2010) Genetic and molecular mechanisms in multiple myeloma: a route to better understand disease pathogenesis and heterogeneity.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:19197364	(2009) Loss of myotubularin function results in T-tubule disorganization in zebrafish and human myotubular myopathy.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19216843	(2009) Jak2 inhibitors: rationale and role as therapeutic agents in hematologic malignancies.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:19232102	(2009) Expression and evolutionary divergence of the non-conventional olfactory receptor in four species of fig wasp associated with one species of fig.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:19334280	(2009) Periostin promotes a fibroblastic lineage pathway in atrioventricular valve progenitor cells.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:19583852	(2009) Molt-inhibiting hormone stimulates vitellogenesis at advanced ovarian developmental stages in the female blue crab, Callinectes sapidus 1: an ovarian stage dependent involvement.	2	6	1.69	0.0113	7227.FBpp0075690,7227.FBpp0076270	vih,Argk
PMID:19706201	(2009) The claudins.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:18186933	(2008) The role of Drosophila Merlin in spermatogenesis.	3	29	1.19	0.0113	7227.FBpp0072306,7227.FBpp0078490,7227.FBpp0080452	zip,Ubc6,Mhc
PMID:18254963	(2008) Comparative genomic analysis of the arthropod muscle myosin heavy chain genes allows ancestral gene reconstruction and reveals a new type of 'partially' processed pseudogene.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:21264153	(2008) Peptides and proteins with antimicrobial activity.	2	6	1.69	0.0113	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:17331727	(2007) Spatial and temporal relationships between actin-filament nucleation, capping, and disassembly.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:17998398	(2007) EnaVASP is required for endothelial barrier function in vivo.	3	29	1.19	0.0113	7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	Tm2,Mlc1,Tm1
PMID:18085818	(2007) Comparative genomics search for losses of long-established genes on the human lineage.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:16415344	(2006) Expression profiling of a hypercontraction-induced myopathy in Drosophila suggests a compensatory cytoskeletal remodeling response.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:17013876	(2006) Localization and requirement for Myosin II at the dorsal-ventral compartment boundary of the Drosophila wing.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:15671343	(2005) Flight muscle properties and aerodynamic performance of Drosophila expressing a flightin transgene.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:16204451	(2005) Isolation of mRNA from specific tissues of Drosophila by mRNA tagging.	3	29	1.19	0.0113	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:16254074	(2005) Gene CATCHR--gene cloning and tagging for Caenorhabditis elegans using yeast homologous recombination: a novel approach for the analysis of gene expression.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:15197227	(2004) Toll-like receptor 9-dependent and -independent dendritic cell activation by chromatin-immunoglobulin G complexes.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:15353548	(2004) Phosphorylation of actopaxin regulates cell spreading and migration.	3	29	1.19	0.0113	7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	Tm2,Mlc1,Tm1
PMID:12812529	(2003) TMC and EVER genes belong to a larger novel family, the TMC gene family encoding transmembrane proteins.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:12975351	(2003) Molecular requirements for actin-based lamella formation in Drosophila S2 cells.	3	29	1.19	0.0113	7227.FBpp0072306,7227.FBpp0088904,7227.FBpp0089196	zip,Tm1,chic
PMID:11901171	(2002) Tropomyosin inhibits ADFcofilin-dependent actin filament dynamics.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:11923206	(2002) Inhibition of Rho family GTPases by Rho GDP dissociation inhibitor disrupts cardiac morphogenesis and inhibits cardiomyocyte proliferation.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:12376544	(2002) Mammalian vestigial-like 2, a cofactor of TEF-1 and MEF2 transcription factors that promotes skeletal muscle differentiation.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9822721	(1998) Requirement for the NINAC kinasemyosin for stable termination of the visual cascade.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9268572	(1997) Haploinsufficient phenotypes in Bmp4 heterozygous null mice and modification by mutations in Gli3 and Alx4.	2	6	1.69	0.0113	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:7615665	(1995) The mutant not enough muscles (nem) reveals reduction of the Drosophila embryonic muscle pattern.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:7729689	(1995) Drosophila MEF2, a transcription factor that is essential for myogenesis.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:1730774	(1992) Differential localizations of and requirements for the two Drosophila ninaC kinasemyosins in photoreceptor cells.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:2549511	(1989) Structure and expression of a muscle specific gene which is adjacent to the Drosophila myosin heavy-chain gene and can encode a cytochrome b related protein.	2	6	1.69	0.0113	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28819266	(2017) Amalaki rasayana, a traditional Indian drug enhances cardiac mitochondrial and contractile functions and improves cardiac function in rats with hypertrophy.	3	30	1.17	0.0114	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452	zip,up,Mhc
PMID:28035339	(2016) Emerging roles for histone deacetylases in age-related muscle atrophy.	3	30	1.17	0.0114	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535	zip,Mhc,Tm2
PMID:26085192	(2015) Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes as a Model for Heart Development and Congenital Heart Disease.	3	30	1.17	0.0114	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:25072053	(2014) Life without double-headed non-muscle myosin II motor proteins.	3	30	1.17	0.0114	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0088904	zip,Tm2,Tm1
PMID:23197472	(2013) Rab35 regulates cadherin-mediated adherens junction formation and myoblast fusion.	3	30	1.17	0.0114	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452	zip,up,Mhc
PMID:19410610	(2009) Effects of lithium chloride on the gene expression profiles in Drosophila heads.	3	30	1.17	0.0114	7227.FBpp0072365,7227.FBpp0073847,7227.FBpp0084959	Lsp1gamma,Ahcy13,RpL32
PMID:19506041	(2009) Distinct functions for Rho1 in maintaining adherens junctions and apical tension in remodeling epithelia.	3	30	1.17	0.0114	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0089196	zip,Mhc,chic
PMID:17680806	(2008) Genetic findings in Parkinson's disease and translation into treatment: a leading role for mitochondria?	3	30	1.17	0.0114	7227.FBpp0075491,7227.FBpp0080446,7227.FBpp0088363	Fbp1,Cyt-c-p,Lsp2
PMID:30897735	(2019) Regulation of Actin Dynamics in the C. elegans Somatic Gonad.	3	31	1.16	0.0124	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0088904	zip,Tm2,Tm1
PMID:28906063	(2018) Models of convergent extension during morphogenesis.	3	31	1.16	0.0124	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:30089464	(2018) Skeletal muscle in aged mice reveals extensive transformation of muscle gene expression.	3	31	1.16	0.0124	7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	Tm2,TpnC73F,Tm1
PMID:11381084	(2001) The small muscle-specific protein Csl modifies cell shape and promotes myocyte fusion in an insulin-like growth factor 1-dependent manner.	3	31	1.16	0.0124	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:33234715	(2021) Drosophila Activin signaling promotes muscle growth through InRTORC1-dependent and -independent processes.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:32019166	(2020) Dendritic Spines in Alzheimer's Disease: How the Actin Cytoskeleton Contributes to Synaptic Failure.	3	32	1.14	0.0127	7227.FBpp0075491,7227.FBpp0088363,7227.FBpp0089196	Fbp1,Lsp2,chic
PMID:32128405	(2020) Intrinsic disorder controls two functionally distinct dimers of the master transcription factor PU.1.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30928696	(2019) Distinct Roles of Myosin-II Isoforms in Cytokinesis under Normal and Stressed Conditions.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:31048868	(2019) Individual knock out of glycine receptor alpha subunits identifies a specific requirement of glra1 for motor function in zebrafish.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31270469	(2019) Monoamine transporters: structure, intrinsic dynamics and allosteric regulation.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31477691	(2019) The structural basis of lipid scrambling and inactivation in the endoplasmic reticulum scramblase TMEM16K.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29173800	(2018) Zebrafish Infection: From Pathogenesis to Cell Biology.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29316444	(2018) Force Generation via Beta-Cardiac Myosin, Titin, and Alfa-Actinin Drives Cardiac Sarcomere Assembly from Cell-Matrix Adhesions.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0073682	zip,up
PMID:29343412	(2018) Implementing genome-driven personalized cardiology in clinical practice.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29467668	(2018) Identification and Functional Analysis of the First Aquaporin from Striped Stem Borer, Chilo suppressalis.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30098009	(2018) Consequences of Cre-mediated deletion of Ciz1 exon 5 in mice.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30254651	(2018) Ma Orthologous Genes in Prunus spp. Shed Light on a Noteworthy NBS-LRR Cluster Conferring Differential Resistance to Root-Knot Nematodes.	2	7	1.63	0.0127	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:30258054	(2018) A bidentate Polycomb Repressive-Deubiquitinase complex is required for efficient activity on nucleosomes.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30347350	(2018) Enhanced Tailored MicroRNA Sponge Activity of RNA Pol II-Transcribed TuD Hairpins Relative to Ectopically Expressed ciRS7-Derived circRNAs.	2	7	1.63	0.0127	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:30515104	(2018) Trophic Factors in Inflammation and Regeneration: The Role of MANF and CDNF.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27793971	(2017) Efficient Screening of CRISPRCas9-Induced Events in Drosophila Using a Co-CRISPR Strategy.	2	7	1.63	0.0127	7227.FBpp0074180,7227.FBpp0082535	RpS5a,Tm2
PMID:28418757	(2017) Visual Circuits for Direction Selectivity.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28432786	(2017) The comprehensive connectome of a neural substrate for 'ON' motion detection in Drosophila.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28534960	(2017) Cellular Na+ handling mechanisms involved in airway smooth muscle contraction (Review).	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28710426	(2017) Targeting of dopamine transporter to filopodia requires an outward-facing conformation of the transporter.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28959190	(2017) Cellular and Molecular Mechanisms of REM Sleep Homeostatic Drive: A Plausible Component for Behavioral Plasticity.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29077004	(2017) The Role of Toll-Like Receptors and Vitamin D in Cardiovascular Diseases-A Review.	2	7	1.63	0.0127	7227.FBpp0073682,7227.FBpp0074298	up,wupA
PMID:29615571	(2017) Engineering the Drosophila Genome for Developmental Biology.	2	7	1.63	0.0127	7227.FBpp0074180,7227.FBpp0099767	RpS5a,rdx
PMID:26922674	(2016) Bringing Bioactive Compounds into Membranes: The UbiA Superfamily of Intramembrane Aromatic Prenyltransferases.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27238266	(2016) Modulation of BK Channels by Ethanol.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0089196	Tm2,chic
PMID:27485353	(2016) Cellular plasticity: 1712 to the present day.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:27624281	(2016) Thiol dependent intramolecular locking of Orai1 channels.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27628033	(2016) Amontillado is required for Drosophila Slit processing and for tendon-mediated muscle patterning.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27835643	(2016) The Environment Shapes the Inner Vestibule of LeuT.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25861797	(2015) Mitochondrial dynamism and heart disease: changing shape and shaping change.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25866192	(2015) The role of TORC1 in muscle development in Drosophila.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26377800	(2015) The crystal structure of JNK from Drosophila melanogaster reveals an evolutionarily conserved topology with that of mammalian JNK proteins.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:26483808	(2015) Sequence composition of BAC clones and SSR markers mapped to Upland cotton chromosomes 11 and 21 targeting resistance to soil-borne pathogens.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26494924	(2015) Hippo and Cardiac Hypertrophy: A Complex Interaction.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26521947	(2015) Inhibition of tribbles protein-1 attenuates radioresistance in human glioma cells.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:26584526	(2015) Fast evolutionary rates associated with functional loss in class I glucose transporters of Schistosoma mansoni.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23955099	(2014) A titratable two-step transcriptional amplification strategy for targeted gene therapy based on ligand-induced intramolecular folding of a mutant human estrogen receptor.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24503562	(2014) A real stretch: mechanisms behind cell elongation.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24633242	(2014) Genome-guided transcript assembly by integrative analysis of RNA sequence data.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24691066	(2014) RNA-Seq analysis using de novo transcriptome assembly as a reference for the salmon louse Caligus rogercresseyi.	3	32	1.14	0.0127	7227.FBpp0076270,7227.FBpp0082535,7227.FBpp0088904	Argk,Tm2,Tm1
PMID:24714498	(2014) Structural basis for the assembly of the mitotic motor Kinesin-5 into bipolar tetramers.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24763119	(2014) Amelioration of reproduction-associated oxidative stress in a viviparous insect is critical to prevent reproductive senescence.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25043016	(2014) Processing properties of ON and OFF pathways for Drosophila motion detection.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25100020	(2014) microRNAs and Cardiac Cell Fate.	3	32	1.14	0.0127	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452	zip,up,Mhc
PMID:25157073	(2014) Overview of the gene ontology task at BioCreative IV.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25239918	(2014) Development of a Drosophila melanogaster spliceosensor system for in vivo high-throughput screening in myotonic dystrophy type 1.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25254147	(2014) Comprehensive analysis of mutually exclusive alternative splicing in C. elegans.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25282149	(2014) A mechanism for intracellular release of Na+ by neurotransmittersodium symporters.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25502654	(2014) Crystal structure of calcium binding protein-5 from Entamoeba histolytica and its involvement in initiation of phagocytosis of human erythrocytes.	2	7	1.63	0.0127	7227.FBpp0072306,7227.FBpp0084565	zip,Mlc1
PMID:25653592	(2014) Molecular and evolutionary insights into the structural organization of cation chloride cotransporters.	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:23617561	(2013) Parallel reduction in expression, but no loss of functional constraint, in two opsin paralogs within cave populations of Gammarus minus (Crustacea: Amphipoda).	2	7	1.63	0.0127	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24202336	(2013) Emerging biomarkers in glioblastoma.	2	7	1.63	0.0127	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
