#submitted_item	validated_id	current_symbol
TBPH	FBtp0068029	P{UAS-TBPH.R}
Mlc-c	FBgn0004687	Mlc-c
Rab1	FBgn0285937	Rab1
Cyp12d1-p	FBgn0050489	Cyp12d1-p
spidey	FBgn0029975	spidey
Pmm45A	FBgn0033377	Pgm2a
PpD3	FBgn0005777	PpD3
Ubc10	FBgn0026316	Ubc10
Ccs	FBgn0010531	Ccs
Rae1	FBgn0034646	Rae1
SNF4Agamma	FBgn0264357	SNF4AÎ³
Prosalpha3	FBgn0261394	ProsÎ±3
RpL19	FBgn0285950	RpL19
RpL19	FBgn0037608	mRpL19
CG2145	FBgn0030251	CG2145
mub	FBgn0262737	mub
Dak1	FBgn0022709	Ak1
Dak1	FBgn0028833	Cmpk
CG33303	FBgn0053303	CG33303
CkIIbeta	FBgn0000259	CkIIÎ²
Dg	FBgn0034072	Dg
Nep2	FBgn0027570	Nep2
Atg7	FBgn0034366	Atg7
Hrs	FBgn0031450	Hrs
PNUTS	FBgn0053526	PNUTS
ECSIT	FBgn0028436	ECSIT
LManI	FBgn0032253	LManI
Top1	FBgn0004924	Top1
Prosbeta2	FBgn0023174	ProsÎ²2
CG14109	FBgn0036364	CG14109
Ranbp11	FBgn0284254	ImpÎ²11
Exo84	FBgn0266668	Exo84
Exo84	FBal0220805	Exo84[onr]
alphaTry	FBgn0003863	Î±Try
CG13907	FBgn0035173	CG13907
CG12171	FBgn0037354	CG12171
ND-MLRQ	FBgn0052230	ND-MLRQ
2D9	FBgn0250819	CG33521
RpS6	FBgn0261592	RpS6
CG8132	FBgn0037687	CG8132
Mcm7	FBgn0020633	Mcm7
CG10184	FBgn0039094	CG10184
Pka-R1	FBgn0259243	Pka-R1
tau	FBgn0266579	tau
BVRA	FBgn0031417	CG3597
CG1646	FBgn0039600	Prp39
CG4658	FBgn0032170	CG4658
CG9186	FBgn0035206	sturkopf
lds	FBgn0002542	lds
Gfat1	FBgn0287209	Gfat1
RpL18	FBgn0035753	RpL18
CdsA	FBgn0010350	Cds
CT35071	FBgn0032713	Ugt36D1
alien	FBgn0013746	alien
CG18304	FBgn0031869	CG18304
PP2C	FBgn0022768	Pp2C1
PP2C	FBgn0027515	CG7115
PP2C	FBgn0031194	CG17598
PP2C	FBgn0032702	CG10376
PP2C	FBgn0032749	Phlpp
PP2C	FBgn0035143	Ppm1
PP2C	FBgn0035425	CG17746
CG8586-RA	FBtr0088725	CG8586-RA
Cp36	FBgn0000359	Cp36
RpS28b	FBgn0030136	RpS28b
pgant5	FBgn0031681	Pgant5
CG13630	FBgn0039219	CG13630
Gbeta13F	FBgn0001105	GÎ²13F
eys	FBgn0031414	eys
Crys	FBgn0005664	Crys
Ktl	FBgn0038839	Ktl
SPoCk	FBgn0052451	SPoCk
Pur-alpha	FBgn0022361	Pur-Î±
PhKgamma	FBgn0011754	PhKÎ³
egl	FBgn0000562	egl
egl	FBgn0000560	eg
papi	FBgn0031401	papi
ND-SGDH	FBgn0011455	ND-SGDH
CG15096	FBgn0034394	CG15096
UQCR-14	FBgn0030733	UQCR-14
Sfxn1-3	FBgn0037239	Sfxn1-3
CG7518	FBgn0038108	CG7518
Gk1	FBgn0025592	Gk1
Pka-R1	FBgn0259243	Pka-R1
CG5044-RB	FBtr0083091	CG5044-RB
RpL6	FBgn0039857	RpL6
Cyp12b2	FBgn0034387	Cyp12b2
sqh	FBgn0003514	sqh
CG8187	FBgn0034027	CG8187
Lsp1gamma	FBgn0002564	Lsp1Î³
CG14630	FBgn0014903	CG14630
l(1)G0196	FBgn0027279	l(1)G0196
l(1)G0196	FBal0098172	l(1)G0196[G0196]
CG45076	FBgn0266446	CG45076
Snx1	FBgn0031534	Snx1
Sec13	FBgn0024509	Sec13
CG15908	FBgn0033085	CG15908
ogre	FBgn0004646	ogre
CG11414-RA	FBtr0072307	CG11414-RA
Cpr49Ae	FBgn0033728	Cpr49Ae
RpS16	FBgn0034743	RpS16
Asph	FBgn0034075	Asph
CG9990	FBgn0039594	snu
par-1	FBgn0260934	par-1
Cdep	FBgn0265082	Cdep
Abp1	FBgn0036372	Abp1
Msh6	FBgn0036486	Msh6
CG9360	FBgn0030332	CG9360
CG6432	FBgn0039184	CG6432
Cul4	FBgn0033260	Cul4
CG30022;CG30023	unknown ID	-
P58IPK	FBgn0037718	P58IPK
CG8768	FBgn0033769	CG8768
Cyp9b2	FBgn0015039	Cyp9b2
kuk	FBgn0038476	kuk
CG10960	FBgn0036316	nebu
polo	FBgn0003124	polo
Vps35	FBgn0034708	Vps35
CG5045	FBgn0032229	ClpP
Ost48	FBgn0014868	Ost48
Arf102F	FBgn0013749	Arf102F
raptor	FBgn0029840	raptor
Ucp4A	FBgn0030872	Ucp4A
Sip1	FBgn0010620	CG10939
Sip1	FBgn0024191	sip1
mEFTu2	FBgn0033184	mEFTu2
CG2767	FBgn0037537	CG2767
koi	FBgn0265003	koi
Esyt2	FBgn0266758	Esyt2
ND-18	FBgn0031021	ND-18
CG8774	FBgn0038136	CG8774
CG10512	FBgn0037057	CG10512
Rcc1	FBgn0002638	Rcc1
alpha-Cat	FBgn0010215	Î±-Cat
alpha-Cat	FBtp0092295	P{UASp-Î±-Cat.D}
CG3301	FBgn0038878	CG3301
iPLA2-VIA	FBgn0036053	iPLA2-VIA
CG7611	FBgn0037094	CG7611
Sodh-2	FBgn0022359	Sodh-2
c62E-15	FBgn0035348	CG16758
BcDNA.GH02439	unknown ID	-
MAPk-Ak2	FBgn0013987	MAPk-Ak2
RpI1	FBgn0019938	Polr1A
Pvr	FBgn0032006	Pvr
Arr1	FBgn0000120	Arr1
CTPsyn	FBgn0266452	CTPsyn
CSN7	FBgn0028836	CSN7
Rab8	FBgn0262518	Rab8
RpL10	FBgn0024733	RpL10
RpL10	FBgn0031231	mRpL10
RpL10	FBgn0036213	RpL10Ab
CG2982	FBgn0266570	NO66
CG12512	FBgn0031703	Acsf2
mesh	FBgn0051004	mesh
RpS15Ab	FBgn0033555	RpS15Ab
TfIIFalpha	FBgn0010282	TfIIFÎ±
gish	FBgn0250823	gish
hebe	FBgn0033448	hebe
Rab3	FBgn0005586	Rab3
parvin	FBgn0052528	parvin
l(3)76BDr	FBgn0262517	Ltn1
Cyt-b5	FBgn0264294	Cyt-b5
Cyt-b5	FBgn0000406	Cyt-b5-r
CG31650	FBgn0031673	CG31650
CG8306	FBgn0034142	CG8306
CG5377-RA	FBtr0084293	CG5377-RA
CG10126-RB	FBtr0082687	CG10126-RB
CG13887	FBgn0035165	CG13887
Pdxk	FBgn0085484	Pdxk
CG9471-RA	FBtr0082160	CG9471-RA
Prosbeta6	FBgn0002284	ProsÎ²6
eIF-4E	FBgn0015218	eIF4E1
Sc2	FBgn0035471	Sc2
Snap25	FBgn0011288	Snap25
Coq6	FBgn0031713	Coq6
Cdk1	FBgn0004106	Cdk1
DmPrp28	FBgn0032690	CG10333
Cyp4e2	FBgn0014469	Cyp4e2
veli	FBgn0039269	veli
ninaD	FBgn0002939	ninaD
Ufd4	FBgn0032208	Ufd4
MRG15	FBgn0027378	MRG15
MRG15	FBgn0044324	Chro
msn	FBgn0010909	msn
CT32316	FBgn0032055	Sgp
CG9940	FBgn0030512	Nadsyn
CG10616	FBgn0036286	CG10616
l(2)37Bb	FBgn0002021	l(2)37Bb
CG7639	FBgn0033989	CG7639
Cchl	FBgn0038925	Cchl
EndoB	FBgn0034433	EndoB
BcDNA:GH07967	FBgn0032899	CG9338
RpL14	FBgn0017579	RpL14
CG32066	FBgn0052066	CG32066
Tep3	FBgn0041181	Tep3
CG9684	FBgn0037583	CG9684
CG30491;CG30495	unknown ID	-
CG1907	FBgn0039674	CG1907
CG3999	FBgn0037801	CG3999
Syn	FBgn0004575	Syn
Syn	FBgn0010415	Sdc
Syn	FBgn0013343	Syx1A
DNApol-delta	FBgn0263600	PolD1
Rtnl1	FBgn0053113	Rtnl1
CG17816	FBgn0037525	CG17816
GstD3	FBgn0010039	GstD3
Hn	FBgn0001208	Hn
drpr	FBgn0027594	drpr
homer	FBgn0025777	homer
betaTry	FBgn0010357	Î²Try
psidin	FBgn0243511	psidin
Sod2	FBgn0010213	Sod2
CG9897	FBgn0034807	CG9897
wde	FBgn0027499	wde
sgll	FBgn0051472	sgll
colt	FBgn0019830	colt
CG1550	FBgn0033225	TTLL12
Cyp6a20	FBgn0033980	Cyp6a20
CG2254	FBgn0029994	Ldsdh1
mRpS9	FBgn0037529	mRpS9
Dbp80	FBgn0024804	Dbp80
CG11876	FBgn0039635	Pdhb
yip7	FBgn0040060	yip7
BcDNA:RE59468	FBgn0036043	Ae2
CSN3	FBgn0027055	CSN3
CG6126	FBgn0038407	CG6126
CG44085	FBgn0264894	CG44085
EloB	FBgn0023212	EloB
epsilonCOP	FBgn0027496	ÎµCOP
Gint3	FBgn0034372	Gint3
Gint3	FBgn0259202	CG42306
Fad2	FBgn0029172	Fad2
dl	FBgn0260632	dl
dl	FBgn0000463	Dl
dl	FBgn0005023	dpl
Arf79F	FBgn0010348	Arf79F
CG8939	FBgn0030720	CG8939
flw	FBgn0000711	flw
Paf-AHalpha	FBgn0025809	Paf-AHÎ±
pst	FBgn0035770	pst
slmb	FBgn0283468	slmb
RhoGAP92B	FBgn0038747	RhoGAP92B
CG5162	FBgn0030828	CG5162
uex	FBgn0262124	uex
uex	FBal0017573	uex[1]
Hip1	FBgn0036309	Hip1
Sec24CD	FBgn0262126	Sec24CD
mRpL49	FBgn0030433	mRpL49
P4-ATPase	FBgn0051729	CG31729
Non1	FBgn0028473	Non1
Cisd2	FBgn0062442	Cisd2
Srp54	FBgn0024285	Srp54
Srp54	FBgn0010747	Srp54k
alph	FBgn0086361	alph
RpL35A	FBgn0037328	RpL35A
Cdc5	FBgn0265574	Cdc5
CG5886	FBgn0039379	CG5886
AP-2mu	FBgn0263351	AP-2Î¼
cnn	FBgn0013765	cnn
Cpr49Ah	FBgn0033731	Cpr49Ah
Pym	FBgn0034918	Pym
sws	FBgn0003656	sws
Elp2	FBgn0033540	Elp2
CG14997	FBgn0035515	CG14997
Cyp4p1	FBgn0015037	Cyp4p1
gro	FBgn0001139	gro
gro	FBal0003347	E(spl)m8-HLH[r26]
gro	FBal0005217	gro[1]
Nup153	FBgn0061200	Nup153
mRpL47	FBgn0014023	mRpL47
IMP	FBch0000119	IMP
IMP	FBgn0036551	CG17029
IMP	FBgn0036552	CG17028
IMP	FBgn0036553	CG17027
IMP	FBgn0037063	CG9391
IMP	FBgn0037064	CG9389
IMP	FBgn0285926	Imp
Pkc53E	FBgn0003091	Pkc53E
ca	FBgn0000247	ca
ca	FBal0001461	ca[1]
ca	FBal0049363	ca[unspecified]
ca	FBgn0002924	ncd
Nmdmc	FBgn0010222	Nmdmc
CG8399	FBgn0034067	CG8399
Stam	FBgn0027363	Stam
AdenoK	FBgn0036337	Adk2
Patr-1	FBgn0266053	Patr-1
rl	FBgn0003256	rl
Zpr1	FBgn0030096	Zpr1
ctp	FBgn0011760	ctp
CG5381	FBgn0032218	CG5381
Ask1	FBgn0014006	Ask1
CG8778	FBgn0033761	CG8778
CG1105	FBgn0037465	CG1105
anon-EST:Posey232	FBgn0042138	Apt1
cin	FBgn0000316	cin
l(2)efl	FBgn0011296	l(2)efl
Mcm6	FBgn0025815	Mcm6
mino	FBgn0027579	mino
Acn	FBgn0263198	Acn
anon-EST:fe2H6	FBgn0036124	CG7839
ste24a	FBgn0034176	ste24a
Gbp2	FBgn0034200	Gbp2
CG8064	FBgn0038597	CG8064
Nup214	FBgn0010660	Nup214
casp	FBgn0034068	casp
CG6891	FBgn0030955	CG6891
Nca	FBgn0013303	Nca
CG1774	FBgn0039856	CG1774
MtnA	FBgn0002868	MtnA
MtnA	FBgn0002869	MtnB
GckIII	FBgn0266465	GckIII
NimB2	FBgn0028543	NimB2
CG1236	FBgn0037370	CG1236
Ubc4	FBgn0015321	Ubc4
Prx6005	FBgn0031479	Prx6005
Prosbeta1	FBgn0010590	ProsÎ²1
CG3061	FBgn0038195	CG3061
CG8834	FBgn0033733	CG8834
CG5131	FBgn0032644	CG5131
Sfxn2	FBgn0036843	Sfxn2
Ppox	FBgn0020018	Ppox
MED1	FBgn0037109	MED1
GstD9	FBgn0038020	GstD9
CG10467	FBgn0035679	CG10467
blp	FBgn0038387	blp
blp	FBgn0260960	Baldspot
mop	FBgn0036448	mop
RpII140	FBgn0262955	Polr2B
mRpL24	FBgn0031651	mRpL24
HmgD	FBgn0004362	HmgD
garz	FBgn0264560	garz
how	FBgn0264491	how
how	FBti0150063	P{GawB}how[24B]
mRpL46	FBgn0035272	mRpL46
anon-WO0118547.387	FBgn0036272	Sms
fs(1)h	FBgn0004656	fs(1)h
BcDNA:RH34376	FBgn0051676	CG31676
CG13155	FBgn0033723	CG13155
Desat1	FBgn0086687	Desat1
EloC	FBgn0266711	EloC
CG31087	FBgn0051087	CG31087
ref(2)P	FBgn0003231	ref(2)P
Spt6	FBgn0028982	Spt6
cu	FBgn0261808	cu
cu	FBal0002131	cu[1]
mahj	FBgn0034641	mahj
RpL30	FBgn0086710	RpL30
SmydA-1	FBgn0033917	SmydA-1
Lis-1	FBgn0015754	Lis-1
CG4586	FBgn0029924	CG4586
CG8888	FBgn0033679	CG8888
CG14523	FBgn0039612	Nepl19
RpS17	FBgn0005533	RpS17
Prosalpha5	FBgn0016697	ProsÎ±5
CG6830	FBgn0037934	CG6830
wupA	FBgn0283471	wupA
CG8993	FBgn0035334	CG8993
Rrp1	FBgn0004584	Rrp1
Cyp9f2	FBgn0038037	Cyp9f2
CG6950-RC	FBtr0082519	Kyat-RC
CG11583	FBgn0035524	CG11583
CG4847-RD	FBtr0086935	CG4847-RD
Cyp12c1	FBgn0036806	Cyp12c1
Nop56	FBgn0038964	Nop56
CG9399	FBgn0037715	CG9399
Cpr100A	FBgn0039805	Cpr100A
Ho	FBgn0037933	Ho
Ho	FBgn0003211	rbl
tmod	FBgn0082582	tmod
CG4266	FBgn0034598	CG4266
PIP4K	FBgn0039924	PIP4K
CG6166	FBgn0053970	osy
wuho	FBgn0029857	wuho
aru	FBgn0029095	aru
GstE6	FBgn0063494	GstE6
Usp10	FBgn0052479	Usp10
lid	FBgn0031759	Kdm5
bark	FBgn0031571	bark
Obp56d	FBgn0034470	Obp56d
CG10550	FBgn0039321	CG10550
Snx6	FBgn0032005	Snx6
Snx6	FBgn0032005	Snx6
Mhcl	FBgn0026059	Mhcl
mRpL38	FBgn0030552	mRpL38
CG7556	FBgn0030990	CG7556
CG9394	FBgn0034588	CG9394
CG15653-RA	FBtr0071545	CG15653-RA
yellow-c	FBgn0041713	yellow-c
wbl	FBgn0004003	wbl
Cyp6g1	FBgn0025454	Cyp6g1
Prosbeta7	FBgn0250746	ProsÎ²7
trsn	FBgn0033528	trsn
CG10802	FBgn0029664	CG10802
obst-B	FBgn0027600	obst-B
Sec61beta	FBgn0010638	Sec61Î²
Fas3	FBgn0000636	Fas3
CG8446-RB	unknown ID	-
Jupiter	FBgn0051363	Jupiter
CG7324	FBgn0037074	Tbc1d8-9
Slh	FBgn0264978	Slh
CG10688	FBgn0036300	Pmm2
CG31974	FBgn0051974	CG31974
Sac1	FBgn0283500	Sac1
bonsai	FBgn0026261	bonsai
CG14480	FBgn0034242	CG14480
nito	FBgn0027548	nito
CG14043	FBgn0031659	CG14043
CG8675-RA	FBtr0074446	CG8675-RA
Trn	FBgn0010452	trn
Trn	FBgn0024921	Tnpo
CG4408	FBgn0039073	CG4408
anon-ct	FBgn0086909	CG31751
CG6664	FBgn0036685	CG6664
Rrp40	FBgn0260648	Rrp40
Ptp61F	FBgn0267487	Ptp61F
CG14762-RA	FBtr0088867	CG14762-RA
cype	FBgn0015031	cype
ry	FBgn0003308	ry
ry	FBal0082287	ry[unspecified]
Sec71	FBgn0028538	Sec71
CG5167	FBgn0038038	Sccpdh2
Tsp96F	FBgn0027865	Tsp96F
CG30497	FBgn0286778	CG46385
CG4908	FBgn0032195	Bcs1
emp	FBgn0010435	emp
Ns2	FBgn0034243	Ns2
CG1885	FBgn0030066	Uros1
CG5172-RD	FBtr0114540	CG5172-RD
stnB	FBgn0016975	stnB
anon-WO0118547.175	FBgn0036334	CG11267
spel1	FBgn0015546	spel1
GalNAc-T2	FBgn0030930	Pgant7
Q9VUN9	FBgn0026738	CG7857
trio	FBgn0024277	trio
Cpr49Aa	FBgn0050045	Cpr49Aa
Dbp80	FBgn0024804	Dbp80
dICT1	FBgn0032261	CG6094
Prosbeta4	FBgn0032596	ProsÎ²4
Prosbeta4	FBgn0250746	ProsÎ²7
Rox8	FBgn0005649	Rox8
fau	FBgn0266451	fau
dally	FBgn0263930	dally
CG31689	FBgn0031449	CG31689
Sym	FBgn0037371	Sym
mRpL12	FBgn0011787	mRpL12
Rbpn-5	FBgn0034585	Rbpn-5
ND-13B	FBgn0047038	ND-13B
Flo1	FBgn0024754	Flo1
glob1	FBgn0027657	glob1
sn	FBgn0003447	sn
sn	FBgn0003448	sna
Clc	FBgn0024814	Clc
Nup43	FBgn0038609	Nup43
CG31313	FBgn0051313	CG31313
CG9784	FBgn0030761	CG9784
ps	FBgn0261552	ps
Rs1	FBgn0021995	Rs1
CG30291	FBgn0050291	CG30291
Spat	FBgn0014031	Agxt
CIAPIN1	FBgn0001977	CIAPIN1
unc-104	FBgn0267002	unc-104
CG1544	FBgn0039827	CG1544
CG1544	FBgn0031150	bves
mRpL30	FBgn0029718	mRpL30
CASK	FBgn0013759	CASK
SmydA-3	FBgn0262599	SmydA-3
Smr	FBgn0265523	Smr
CG15531	FBgn0039755	CG15531
Tdrd3	FBgn0036450	Tdrd3
CG3566	FBgn0029854	CG3566
CG10306	FBgn0034654	eIF3k
mRpL44	FBgn0037330	mRpL44
CG4572-RC	unknown ID	-
GCC185	FBgn0037979	GCC185
Ppat-Dpck	FBgn0035632	Ppat-Dpck
wdb	FBgn0027492	wdb
pins	FBgn0040080	pins
CG6195	FBgn0038723	CG6195
CG8839	FBgn0033717	CG8839
CG42813	FBgn0261995	CG42813
AP-1mu	FBgn0024833	AP-1Î¼
Uev1A	FBgn0035601	Uev1A
TFAM	FBgn0038805	TFAM
CG1578	FBgn0030336	CG1578
ctrip	FBgn0260794	ctrip
Wnk	FBgn0037098	Wnk
CG7946	FBgn0039743	Jasper
CG34327-RA	FBtr0112529	CG34327-RA
GC1	FBgn0260743	GC1
CG9752	FBgn0034614	CG9752
CG8369	FBgn0040532	CG8369
Ts	FBgn0024920	Ts
Mcm5	FBgn0017577	Mcm5
Rpn12	FBgn0028693	Rpn12
CG4646	FBgn0033810	CG4646
mRpS18B	FBgn0032849	mRpS18B
CG5290	FBgn0036772	CG5290
CG9953	FBgn0035726	CG9953
Mal-A2	FBgn0002569	Mal-A2
RfC38	FBgn0028700	RfC38
Stim	FBgn0045073	Stim
eIF6	FBgn0034915	eIF6
CG11596	FBgn0023522	CG11596
Sep2	FBgn0014029	Septin2
Tailor	FBgn0037470	Tailor
SmydA-2	FBgn0036839	SmydA-2
glo	FBgn0259139	glo
glo	FBgn0084970	gloin
Ctr9	FBgn0035205	Ctr9
path	FBgn0036007	path
muskelin	FBgn0033757	muskelin
CG17127	FBgn0032299	CG17127
sni	FBgn0030026	sni
rush	FBgn0025381	rush
CHOp24	FBgn0029709	CHOp24
DENR	FBgn0030802	DENR
CG3663	FBgn0035044	CG3663
ppl	FBgn0027945	ppl
ppl	FBgn0003137	Ppn
CG14894	FBgn0038428	CG14894
RnrS	FBgn0011704	RnrS
Trax	FBgn0038327	Trax
yellow-d	FBgn0041712	yellow-d
CG14722	FBgn0037943	CG14722
DNApol-alpha60	FBgn0259676	Prim2
cl	FBgn0000318	cl
pain	FBgn0060296	pain
CG10340	FBgn0022344	CG10340
Cdep	FBgn0265082	Cdep
Ugt36Bc	FBgn0040260	Ugt37D1
CG11897	FBgn0039644	rdog
Rab5	FBgn0014010	Rab5
CG7338	FBgn0037073	Tsr1
rig	FBgn0250850	rig
rig	FBgn0066329	rigel
CG1307	FBgn0026566	CG1307
SsRbeta	FBgn0011016	SsRÎ²
BcDNA:RE44624	FBgn0051715	CG31715
uzip	FBgn0004055	uzip
CG12321-RA	FBtr0083616	CG12321-RA
CG5618	FBgn0036975	CG5618
Mrp4	FBgn0263316	Mrp4
Dpy-30L1	FBgn0032293	Dpy-30L1
Suv3	FBgn0037232	Suv3
RpL17	FBgn0029897	RpL17
swm	FBgn0002044	swm
serp	FBgn0260653	serp
Upf3	FBgn0034923	Upf3
CG1513-RA	FBtr0088450	CG1513-RA
ND-B22	FBgn0032511	ND-B22
SP1029	FBgn0263236	SP1029
eIF1	FBgn0035423	eIF1
l(1)G0193	FBal0098173	orion[G0193]
l(1)G0193	FBgn0027280	orion
Amun	FBgn0030328	Amun
Rpi	FBgn0050410	Rpi
CG11134	FBgn0030518	CG11134
Vha100-5	FBgn0032373	Vha100-5
CG4377	FBgn0034664	CG4377
CG42321	FBgn0259221	ATP8A
CG11474	FBgn0034688	CG11474
Doa	FBgn0265998	Doa
Snap24	FBgn0266720	Snap24
Gclm	FBgn0046114	Gclm
GCS1	FBgn0030289	GCS1
Pepck	FBgn0003067	Pepck1
Pepck	FBgn0034356	Pepck2
EG:8D8.4	FBgn0024364	CG11417
Gat	FBgn0039915	Gat
Gat	FBgn0016696	Pitslre
Csp	FBgn0004179	Csp
anon-WO0172774.138	FBgn0011817	nmo
anon-WO0172774.138	FBgn0027549	Nulp1
anon-WO0172774.138	FBgn0035830	CG8209
anon-WO0172774.138	FBgn0262716	Arp3
l(2)k09022	FBgn0086451	l(2)k09022
l(2)k09022	FBal0064296	l(2)k09022[k09022]
RfC3	FBgn0032244	RfC3
shv	FBgn0031256	shv
shv	FBal0003071	dpp[s1]
shv	FBal0016647	svs[1]
shv	FBgn0000490	dpp
shv	FBgn0003653	svs
shv	FBgn0283468	slmb
ncm	FBgn0086707	ncm
CG4829	FBgn0030796	CG4829
gammaSnap1	FBgn0028552	Î³Snap1
CG12288	FBgn0032620	CG12288
CG10237	FBgn0032783	CG10237
BcDNA:HL01254	FBgn0036909	Ccdc58
CG31098	FBgn0051098	CG31098
mRpS25	FBgn0030572	mRpS25
pelo	FBgn0011207	pelo
Dbi	FBgn0010387	Acbp2
wmd	FBgn0034876	wmd
sw	FBgn0003654	sw
CG16749	FBgn0037678	CG16749
Sec3	FBgn0266669	Sec3
Uba3	FBgn0263697	Uba3
Scox	FBgn0262467	Scox
CG14434	FBgn0029915	CG14434
CG17121	FBgn0039043	CG17121
CHORD	FBgn0029503	mora
Jon65Aiv	FBgn0250815	Jon65Aiv
CG3940	FBgn0037788	CAH7
CG3397	FBgn0037975	CG3397
Gprk1	FBgn0260798	Gprk1
38C.53	FBgn0042175	CG18858
eRF1	FBgn0036974	eRF1
CSN6	FBgn0028837	CSN6
REG	FBgn0029133	REG
pod1	FBgn0029903	pod1
Ostgamma	FBgn0032015	OstÎ³
CG42354	FBgn0259700	CG42354
P32	FBgn0034259	P32
P32	FBab0002010	Df(2R)P32a
P32	FBal0008528	Mtr4[2]
P32	FBtp0092250	P{ft.P32.V5}
mxt	FBgn0031637	mxt
TM9SF4	FBgn0028541	TM9SF4
CG11878	FBgn0039310	CG11878
CG12896-RA	FBtr0088315	CG12896-RA
CG10560	FBgn0039325	CG10560
CG9775	FBgn0037261	CG9775
RpS24	FBgn0261596	RpS24
CG17904	FBgn0032597	CG17904
CG5114	FBgn0036460	CG5114
Ac76E	FBgn0004852	Ac76E
CG7997	FBgn0034117	CG7997
CG8507	FBgn0037756	CG8507
COQ7	FBgn0029502	Coq7
SrpRbeta	FBgn0011509	SrpRÎ²
CG10075	FBgn0035722	CG10075
CG12173	FBgn0037305	CG12173
RPA2	FBgn0032906	RPA2
RPA2	FBgn0002593	RpLP1
Dis3l2	FBgn0035111	Dis3l2
CG5033	FBgn0028744	CG5033
CG5946	FBgn0036211	CG5946
CoRest	FBgn0261573	CoRest
Ubqn	FBgn0031057	Ubqn
RpL13A	FBgn0037351	RpL13A
CG17109	FBgn0039051	CG17109
Galt	FBgn0263200	Galt
cno	FBgn0259212	cno
CG12542	FBgn0052732	Setd3
Golgin84	FBgn0039188	Golgin84
babos	FBgn0034724	babos
CG5958	FBgn0031913	CG5958
spg	FBgn0264324	spg
spg	FBgn0003514	sqh
spg	FBtp0117455	P{UAS-DsRed.mir-bft.sponge}
trc	FBgn0003744	trc
CG1561	FBgn0030317	pkm
CG1309	FBgn0035519	CG1309
rudhira	FBgn0266019	rudhira
Tap42	FBgn0051852	Tap42
arg	FBgn0023535	arg
arg	FBgn0004569	aos
Dsor1	FBgn0010269	Dsor1
CG6693	FBgn0037878	CG6693
CG8043	FBgn0037610	CG8043
mRpL28	FBgn0031660	mRpL28
CG2974	FBgn0030178	Naxe
mRpS35	FBgn0035374	mRpS35
CG4332	FBgn0030456	CG4332
Bap55	FBgn0025716	Bap55
Fas3	FBgn0000636	Fas3
pds5	FBgn0260012	pds5
CG5323	FBgn0034362	CG5323
CG12391	FBgn0033581	CG12391
CG2004	FBgn0030060	CG2004
TSG101	FBgn0036666	TSG101
l(3)72Dn	FBgn0263605	l(3)72Dn
Q9VRJ9	FBgn0035593	CG4603
TyrRS-m	FBgn0035064	TyrRS-m
Msr-110	FBgn0015766	Msr-110
Jheh2	FBgn0034405	Jheh2
CG4666	FBgn0029838	CG4666
Ttd14	FBgn0284257	Ttd14
ArfGAP1	FBgn0020655	ArfGAP1
ArfGAP1	FBtp0080568	P{UAS-HA-hArfGAP1}
U4-U6-60K	FBgn0036733	U4-U6-60K
nrv3	FBgn0032946	nrv3
mod(mdg4)	FBgn0002781	mod(mdg4)
AIMP1	FBgn0033351	AIMP1
CT16527	FBgn0031327	CG5397
Jon25Biii	FBgn0031653	Jon25Biii
CG33158	FBgn0053158	CG33158
CG5903	FBgn0038400	Mic26-27
Arpc1	FBgn0001961	Arpc1
CG17593	FBgn0031544	CG17593
Nup93-1	FBgn0027537	Nup93-1
Tpr2	FBgn0032586	Tpr2
FK506-bp1	FBgn0013269	Fkbp39
Cyp4s3	FBgn0030615	Cyp4s3
mRpL9	FBgn0038319	mRpL9
obe	FBgn0038344	obe
CG11889	FBgn0039308	CG11889
Itp-r83A	FBgn0010051	Itpr
Ptp69D	FBgn0014007	Ptp69D
CG33301	FBgn0053301	CG33301
CG8417	FBgn0286506	Mpi
CG9673	FBgn0030775	CG9673
DnaJ-1	FBgn0263106	DnaJ-1
CG6218	FBgn0038321	CG6218
CG6225	FBgn0038072	CG6225
Tep2	FBgn0041182	Tep2
Adk3	FBgn0026602	Adk3
Adk3	FBgn0042094	Ak3
CG6766	FBgn0032398	CG6766
Prosalpha2	FBgn0086134	ProsÎ±2
Etl1	FBgn0032157	Etl1
twf	FBgn0038206	twf
stnA	FBgn0016976	stnA
Asph	FBgn0034075	Asph
CG2970	FBgn0034936	Stoml2
GstE12	FBgn0027590	GstE12
CG9577	FBgn0031092	Ech1
CG2201	FBgn0032955	CG2201
CG2199	FBgn0035213	CG2199
CG6404	FBgn0027615	OXA1L
CG8745	FBgn0036381	CG8745
l(3)01239	FBal0009405	Pfdn2[01239]
l(3)01239	FBgn0010741	Pfdn2
vkg	FBgn0016075	vkg
Ulp1	FBgn0027603	Ulp1
Prp3	FBgn0036915	Prp3
mRpS2	FBgn0031639	mRpS2
CG11796	FBgn0036992	Hpd
BcDNA:RE55923	FBgn0264489	CG43897
DmTOM1	FBgn0035995	CG3529
CG3603	FBgn0029648	CG3603
CG1737-RA	FBtr0073453	CG1737-RA
CG31288	FBgn0051288	CG31288
Arc1	FBgn0033926	Arc1
hoe1	FBgn0041150	hoe1
Sec24AB	FBgn0033460	Sec24AB
mt:ATPase8	FBgn0013673	mt:ATPase8
